"","SUM_RBC","SUM_RAIN_FALL(mm)_poly_1","SUM_RAIN_FALL(mm)_poly_2","SUM_SNOW_FALL(cm)_poly_1","SUM_SNOW_FALL(cm)_poly_2","TEMP(deg C)_MEAN_poly_1","TEMP(deg C)_MEAN_poly_2","RH(%)_MEAN_poly_1","RH(%)_MEAN_poly_2","WD_SPD(m/s)_MEAN_poly_1","WD_SPD(m/s)_MEAN_poly_2","VIS(10m)_MEAN_poly_1","VIS(10m)_MEAN_poly_2","DP_TEMP(deg C)_MEAN_poly_1","DP_TEMP(deg C)_MEAN_poly_2","SOL_RAD(MJ/m2)_MEAN_poly_1","SOL_RAD(MJ/m2)_MEAN_poly_2","SEASONS_Spring","SEASONS_Summer","SEASONS_Autumn","HOLIDAY_Holiday","DAY_TYPE_WKEND","HOLIDAY_Holiday_x_SEASONS_Spring","HOLIDAY_Holiday_x_SEASONS_Summer","HOLIDAY_Holiday_x_SEASONS_Autumn","SEASONS_Spring_x_`TEMP(deg C)_MEAN_poly_1`","SEASONS_Summer_x_`TEMP(deg C)_MEAN_poly_1`","SEASONS_Autumn_x_`TEMP(deg C)_MEAN_poly_1`","`TEMP(deg C)_MEAN_poly_1`_x_`SUM_RAIN_FALL(mm)_poly_1`"
"16",3988,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,-0.119502866256133,0.136111250333988,-0.0921546360525,0.080136288827991,0.143758502047165,0.0960775390534073,0.0662262753061459,0.0499092710135805,-0.125086666639881,0.144679491165499,0.00406160160427226,-0.0656202227836501,0,0,0,0,0,0,0,0,0,0,0,0.00233072206591206
"17",6268,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,-0.0673717127646095,-0.00512560884702908,-0.0642503718565197,0.0190045026022513,-0.0623181979742379,0.0493344335812025,-0.0299878293596094,-0.0662699589582539,-0.0744063384703484,0.00394719030219598,-0.0560612154676073,0.000909865859998573,0,0,0,0,0,0,0,0,0,0,0,0.00131398302382313
"18",4425,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,-0.0664552169727954,-0.00682980410548152,-0.0348332258667814,-0.0240200442622983,0.132630360246009,0.067553004343922,-0.0408111397133911,-0.0585738967196321,-0.0703675966510356,-0.00381462291392498,-0.0334258087760806,-0.0392362546087639,0,0,0,0,1,0,0,0,0,0,0,0.00129610816414639
"19",4813,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,-0.0984452843727843,0.068578739813064,-0.0753448383440781,0.0409407008945533,0.103779622243013,0.00742422972908438,0.0635864435125406,0.0422939879357625,-0.103069642061782,0.073680173383799,0.000964124899115986,-0.0653355808757522,0,0,0,0,0,0,0,0,0,0,0,0.00192002588524407
"20",6267,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,-0.0740708605762034,0.00814852984488713,-0.018359624112528,-0.0385098719043341,0.0905907134416432,-0.0134180508674002,0.0655171440204127,0.0478390564100596,-0.0646035670642493,-0.0140092567287778,0.000805279939877199,-0.0653117802113462,0,0,0,0,0,0,0,0,0,0,0,0.00144463973622217
"21",6771,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,-0.0482562291067716,-0.0350973848535911,-0.0185277220896122,-0.0383968367379339,0.0695708900394601,-0.0380174946949598,-0.00527175717438336,-0.0681000609692672,-0.0445078856817462,-0.0414315951925143,-0.0532020062013092,-0.00516733840995263,0,0,0,0,0,0,0,0,0,0,0,0.00094116452199395
"22",2593,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,-0.0727834022019883,0.00548586151545583,-0.072150976779478,0.0343051733338464,0.0361864646359928,-0.0553194169811939,0.0564330169659474,0.022913757266015,-0.0828759329652181,0.0218797844689167,0.00382333416541409,-0.0656104491241846,0,0,0,1,0,0,0,0,0,0,0,0.00141952981429531
"23",7712,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,-0.0618945593421012,-0.0149100489922666,-0.00961852930414864,-0.043398375608822,0.0341256976357787,-0.0555120022958104,0.00958894298138291,-0.05865844924115,-0.0511541646950814,-0.0337589147724828,-0.0331081188576031,-0.0396699600058602,0,0,0,0,0,0,0,0,0,0,0,0.00120715945765974
"24",12191,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,-0.0294898867029582,-0.0531334870405869,-0.100223338952543,0.101500303268582,-0.0128597899691012,-0.0322840044300139,0.0360183177620665,-0.0223065166730699,-0.0616431300996074,-0.0188416922545857,0.0351157911354544,-0.0496031040356925,1,0,0,0,1,0,0,0,-0.0294898867029582,0,0,0.000575155490517817
"25",12003,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,-0.0446338885962681,-0.0394575439064353,-0.036009911706371,-0.022721212655941,-0.0178056307696149,-0.0267606797339057,0.0488654991576123,0.0044084461017375,-0.0498405933266641,-0.0353848004853732,0.033606764022686,-0.0511747386720067,1,0,0,0,0,0,0,0,-0.0446338885962681,0,0,0.000870516267081115
"26",11843,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,-0.0324575873621659,-0.0510323460101313,-0.0203767998375386,-0.0371060656937514,0.0213489422344517,-0.0544339731282266,-0.059362428239433,-0.035615141462473,-0.0371362015843597,-0.0483270109092638,0.0356717484927902,-0.0490036531496677,1,0,0,0,1,0,0,0,-0.0324575873621659,0,0,0.000633035988518694
"27",8968,-0.011919515112457,-0.00298660492763787,-0.01420408506592,0.00894368903447777,-0.0250819783708997,-0.0557334926297146,0.0418194516836223,-0.03284074993413,0.0646250492389464,-0.0422664629803827,-0.0132274855406017,-0.06990101857164,-0.00841408136448929,-0.0589944554172677,-0.0817146763846708,0.0684508551081065,1,0,0,0,0,0,0,0,-0.0250819783708997,0,0,0.000298965020242259
"28",7384,-0.0144475042561027,0.00355791390438676,-0.01420408506592,0.00894368903447777,-0.0559373366953092,-0.0244608940598585,0.00500599470217838,-0.0472361782145292,0.00238988583248264,-0.0456231790814485,0.0448332854963995,-0.004613404896695,-0.0454881628223561,-0.0403867204174265,-0.0594763820912411,0.00855002650542658,1,0,0,0,0,0,0,0,-0.0559373366953092,0,0,0.000808154909980532
"29",12243,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,-0.0279187510598482,-0.05413161944271,0.00534219065634683,-0.0472605066674467,0.0473146064371485,-0.0525204435455893,-0.121087906942851,0.129592345990142,-0.0197068740243155,-0.0578758309542702,0.013751144117838,-0.0643060317255568,1,0,0,0,1,0,0,0,-0.0279187510598482,0,0,0.000544512873929117
"30",10963,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,-0.0166807669459367,-0.0589650672559192,0.0300525932877269,-0.0411860992111983,0.00362634603261106,-0.0464604264583779,-0.143956096872553,0.225473410220565,-0.00572812199921814,-0.0586738294797983,0.0436934189343487,-0.0391301241597034,1,0,0,0,1,0,0,0,-0.0166807669459367,0,0,0.000325333046940503
"31",17388,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,0.0124288851083507,-0.0526702299138285,0.0424918435919592,-0.032257617322894,-0.015332710369358,-0.0295956342793213,-0.0734363549978895,-0.00996728217968995,0.0252290301012428,-0.0387043666715763,-0.0505810643738693,-0.0104825395246124,1,0,0,0,1,0,0,0,0.0124288851083507,0,0,-0.000242406543744569
"32",21585,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,0.0283148121664625,-0.0377843560078907,0.0288759074481374,-0.0418271485993021,0.0275312432350938,-0.055444214793876,-0.0401900028207781,-0.05912914990229,0.0338946800242344,-0.027749240611202,0.00414102408389164,-0.0656230317119196,1,0,0,0,0,0,0,0,0.0283148121664625,0,0,-0.000552237444808086
"33",21015,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,0.0269618898071178,-0.0393670828668554,0.0480390768357384,-0.0270084693027292,0.0382472316362068,-0.0550250369480198,-0.0329641103033801,-0.0645722552708576,0.0389136989841572,-0.0203309616081235,-0.0535196961197867,-0.0045064601540751,1,0,0,0,0,0,0,0,0.0269618898071178,0,0,-0.000525850747190039
"34",19995,0.0745377136002265,-0.158917978664059,-0.01420408506592,0.00894368903447777,0.0048568841616957,-0.0569201361558491,0.0471985869503172,-0.0278540507446425,0.00980864703325315,-0.0500969718628138,0.0164939147709309,-0.0515775702724779,0.0171123353769928,-0.0468370160444311,0.047188008037602,-0.034112696438537,1,0,0,0,0,0,0,0,0.0048568841616957,0,0,0.00036202104063395
"35",11159,-0.0184922868859359,0.0142637493557071,-0.01420408506592,0.00894368903447777,-0.0450484938354221,-0.0389797944585709,-0.0499620438043611,-0.0046392650176039,0.224952721855598,0.394040942818009,0.021737345372739,-0.0450587954457043,-0.0529186635481792,-0.0314900221553409,0.0367042407278423,-0.0478612049342482,1,0,0,0,1,0,0,0,-0.0450484938354221,0,0,0.00083304967178394
"36",26820,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,0.0394436896384914,-0.0225399217400609,0.0581249554607915,-0.0154615038653523,-0.0285216191707278,-0.0127820125869727,-0.120068207210811,0.125753588027113,0.0522846791820763,0.00327403358064777,-0.00951964241064373,-0.0618387062657235,1,0,0,1,0,1,0,0,0.0394436896384914,0,0,-0.000769289312311374
"37",26670,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,0.00538059604273235,-0.0566853264854197,-0.0466000842626767,-0.00944866469288287,0.095124400842114,-0.00672380851209481,0.0487982093275792,0.00425310670979249,-0.00974725827571877,-0.0590698723559758,0.108343317344534,0.124041796797929,1,0,0,0,0,0,0,0,0.00538059604273235,0,0,-0.000104940360992486
"38",25353,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,0.0257617167464088,-0.0407220288138972,-0.046768182239761,-0.00921501516413273,0.0988337814424993,-0.000880240143673878,0.0528925366780533,0.014000447307565,0.00789773025525961,-0.0535742948139731,0.0686320775348378,0.00619173402804314,1,0,0,0,1,0,0,0,0.0257617167464088,0,0,-0.000502443192851449
"39",26429,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,0.0259144660450445,-0.0405521441435862,-0.0254197391500652,-0.0331442463084825,-0.00214380156798823,-0.04223974429955,0.0641247621528052,0.0438266309365453,0.0161712693220072,-0.0476467393223592,0.0764949030171575,0.0250702483731032,1,0,0,0,0,0,0,0,0.0259144660450445,0,0,-0.000505422336130906
"40",28895,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,0.0138690927812015,-0.0516539673738313,-0.0336565400271919,-0.0252836966796369,-0.00296810836807384,-0.0415716410855548,0.0665627244563113,0.0508977951151446,0.00293752792377346,-0.0561023169652893,0.104451615843183,0.110012108726418,1,0,0,0,0,0,0,0,0.0138690927812015,0,0,-0.000270495608950877
"41",26649,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,0.0157239056932063,-0.0502472394964186,0.0206391065710107,-0.0453294770235047,-0.00131949476790262,-0.0428915603585759,-0.091123228015045,0.0323336535516717,0.0201315889700713,-0.044052314253714,0.0403576747903343,-0.0435140777127546,1,0,0,0,0,0,0,0,0.0157239056932063,0,0,-0.000306670920201424
"42",25913,-0.0144475042561027,0.00355791390438676,-0.01420408506592,0.00894368903447777,0.0164440095296317,-0.049671394796013,0.101830429502688,0.0644417598975453,0.00816003343308193,-0.0492168057739616,-0.091904825271583,0.0344617017924387,0.0416780805206771,-0.0159089058398777,0.021852237039016,-0.0606428324779699,1,0,0,0,1,0,0,0,0.0164440095296317,0,0,-0.000237574897666747
"43",31236,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,0.0255435034626435,-0.0409634244462911,-0.108628237806753,0.125513444428467,-0.0285216191707278,-0.0127820125869727,0.0544971403173036,0.0179844268086766,-0.00280689612020061,-0.0580691730409113,0.087137515286156,0.0541273283392653,1,0,0,0,0,0,0,0,0.0255435034626435,0,0,-0.000498187273880796
"44",29057,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,0.036366882337401,-0.0271514347530686,-0.0447510065147503,-0.0119714252953538,0.00362634603261106,-0.0464604264583779,-0.0129635023612412,-0.0698776551953277,0.0139362374414167,-0.0494589103551948,0.0942061159722819,0.075654052132727,1,0,0,0,0,0,0,0,0.036366882337401,0,0,-0.000709280854825171
"45",31020,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,0.0479758290337136,-0.00816525930814777,-0.0741681525044886,0.0384658792552843,-0.0178056307696149,-0.0267606797339057,0.0292789824772153,-0.0339545608520633,0.0321889977995732,-0.0300910665627806,0.10222778641384,0.102237132594132,1,0,0,0,0,0,0,0,0.0479758290337136,0,0,-0.000935695744063895
"46",31681,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,0.0404038280870586,-0.0210387764124353,0.0113937178313787,-0.0472073460589657,0.0213489422344517,-0.0544339731282266,-0.0219596350225863,-0.0692657886111819,0.0352082513926517,-0.0258837939001521,0.105801797996713,0.114818493208963,1,0,0,0,0,0,0,0,0.0404038280870586,0,0,-0.000788015355782246
"47",30693,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,0.0560497205330286,0.00758516806299196,-0.0585350406356563,0.00892453929146768,0.0213489422344517,-0.0544339731282266,0.0183521493079981,-0.0493801154134992,0.0237586143903279,-0.0403303793207404,0.118112282337719,0.161633717079018,0,1,0,0,1,0,0,0,0,0.0560497205330286,0,-0.00109316474597804
"48",32487,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,0.051969132126618,-0.000636219600660376,0.0352636305773377,-0.0379242979958807,-0.0297580793708562,-0.010991966644344,-0.0758122036121343,-0.00493709343624418,0.0565194764295111,0.0119151051692578,0.00922406277953273,-0.0653358865734793,0,1,0,0,1,0,0,0,0,0.051969132126618,0,-0.00101357906122684
"49",27541,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,0.0627925110013756,0.0223393339665213,-0.0101228232354013,-0.0431691153324758,-0.0190420909697433,-0.0252882333131768,-0.0245735861123327,-0.068544032169031,0.0496967475308662,-0.00173072233975397,0.0996862670660199,0.0935669455308941,0,1,0,0,0,0,0,0,0,0.0627925110013756,0,-0.00122467264217121
"50",29755,-0.0144475042561027,0.00355791390438676,-0.01420408506592,0.00894368903447777,0.049110538109293,-0.00607782173315148,0.099308959846425,0.0585127366307144,0.0234097092346658,-0.0548725150686674,-0.100000309438639,0.0577913249426578,0.0702041453124255,0.0436703295281038,-0.000465479734033056,-0.0650890499043348,0,1,0,0,0,0,0,0,0,0.049110538109293,0,-0.000709524708353506
"51",30297,0.0133603763240001,-0.0622282871880502,-0.01420408506592,0.00894368903447777,0.0620724071649502,0.0206941708558217,0.0841801419088453,0.0263308759708203,-0.0248122385703426,-0.0179322738227743,-0.106724116301175,0.078954052941993,0.0773209573532534,0.0624980962374018,0.0410724771069088,-0.0426079942419996,0,1,0,0,0,0,0,0,0,0.0620724071649502,0,0.000829310719060297
"52",28182,-0.0169754933997484,0.0102152237556811,-0.01420408506592,0.00894368903447777,0.0658911396308424,0.0296080755738344,0.0658574624066655,-0.00485848622402362,-0.0524265163732106,0.0283200453478243,-0.00564443930995117,-0.0682350811878907,0.077281746267629,0.0623900255384557,-0.0217507042720301,-0.0528155402719941,0,1,0,0,0,0,0,0,0,0.0658911396308424,0,-0.00111853460590527
"53",6191,0.023472332898583,-0.0827668115526634,-0.01420408506592,0.00894368903447777,0.0430005661638653,-0.0168309010354413,0.0856930237026033,0.0292873719470684,-0.0631425047743235,0.0511914991079506,0.0367067444847126,-0.0210250073232568,0.0615581009322461,0.0229264949070116,-0.0763933702501716,0.052515671864002,0,1,0,0,0,0,0,0,0,0.0430005661638653,0,0.00100932360382579
"54",29428,-0.0144475042561027,0.00355791390438676,-0.01420408506592,0.00894368903447777,0.0731358206518495,0.047802995537032,0.0929212367172247,0.0442155125862093,-0.0186299375697005,-0.0257831205754954,-0.0066589629012191,-0.0685774104093754,0.090437065494614,0.101343903994162,-0.0293752623154917,-0.044496960209045,0,1,0,0,0,0,0,0,0,0.0731358206518495,0,-0.00105663008014116
"55",22790,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,0.0809478562106462,0.0693070783705761,0.0465261950419804,-0.0285175929307783,-0.00915040936871593,-0.0360417139159473,0.0225448233331359,-0.0439673392989627,0.0840456585378374,0.0817429599820966,0.0737945387100982,0.01833866877803,0,1,0,0,1,0,0,0,0,0.0809478562106462,0,-0.00157876510052952
"56",28435,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,0.079987717762079,0.0665587305279936,0.0283716135168848,-0.0420911149118511,0.00197773243243984,-0.0453359530449875,-0.00304084050174831,-0.0671877032115706,0.0783012344938633,0.0652154797255555,0.0949209182888564,0.0779299071294535,0,1,0,0,0,0,0,0,0,0.079987717762079,0,-0.00156003905705865
"57",18563,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,0.0981430629713497,0.123528504534333,-0.0301264825084233,-0.0288635787975402,-0.0326431531711559,-0.00667268017222974,0.0560655109711514,0.0219676439713096,0.0726940492495746,0.0500774379098036,0.0944443834111401,0.076410650152984,0,1,0,0,1,0,0,0,0,0.0981430629713497,0,-0.00191413151541695
"58",24890,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,0.0984922042253741,0.124727573317727,-0.0223939755625493,-0.0355988757440117,0.016403101433938,-0.0529661500194538,0.0584206550223091,0.0281146711534053,0.0784776843791731,0.0657077980240773,0.0422638143011997,-0.0410574488843703,0,1,0,0,0,0,0,0,0,0.0984922042253741,0,-0.00192094098577
"59",24635,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,0.0975320657768069,0.121439531814205,0.000467349320904476,-0.0466266695593096,-0.0198663977698289,-0.0242862434223126,0.0299052955106001,-0.0329406882769694,0.0849279079643863,0.0843726638769858,0.0381338453609913,-0.0462167238875105,0,1,0,0,0,0,0,0,0,0.0975320657768069,0,-0.00190221494229913
"60",23695,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,0.0982085269564793,0.12375303244065,-0.0324798541876024,-0.0265121699079567,-0.0491292891728681,0.0218364382290465,0.0714748820487258,0.0657923710384512,0.0739291984467431,0.0533276609928113,0.0481410777930347,-0.032668882079256,0,1,0,0,0,0,0,0,0,0.0982085269564793,0,-0.00191540829110815
"61",20712,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,0.107984482069164,0.158823747850533,-0.0104590191895697,-0.0430126854350798,-0.00420456856820225,-0.0405389478489948,0.0534774405852639,0.0154419815677008,0.088554933384643,0.0954392308616913,0.0958739880442891,0.0809926648262149,0,1,0,0,0,0,0,0,0,0.107984482069164,0,-0.00210607346099339
"62",18363,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,0.0962882500593449,0.117223937687668,0.00265262302299931,-0.0469854694692068,0.0720438104397169,-0.0356731339601639,0.0472660716591338,0.000760072520323793,0.0848886968787619,0.0842552716186136,0.0542566087237278,-0.022635228938612,0,1,0,0,1,0,0,0,0,0.0962882500593449,0,-0.0018779562041664
"63",23880,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,0.0948480423864941,0.112404647242133,0.0298844953106428,-0.0412798315231122,0.0205246354343661,-0.0542300538308542,0.0170477618335108,-0.0509355676197114,0.0901625878952432,0.100475910757992,0.0553685234383993,-0.0206679351748549,0,1,0,0,0,0,0,0,0,0.0948480423864941,0,-0.0018498671389601
"64",18565,-0.0144475042561027,0.00355791390438676,-0.01420408506592,0.00894368903447777,0.0981430629713497,0.123528504534333,0.00551028863343104,-0.0472715939799559,-0.0602574309740239,0.0447630260673226,0.0604134692194425,0.0334713100544103,0.0857317352196865,0.0867897940326808,0.0380544228813719,-0.046309992018093,0,1,0,1,0,0,1,0,0,0.0981430629713497,0,-0.00141792231998553
"65",28820,-0.0195034825433942,0.0169853246262451,-0.01420408506592,0.00894368903447777,0.0747505989517125,0.0520876642757347,-0.0748405444128255,0.0398757553933541,0.00774788003303913,-0.0489865847798928,0.0699686250841393,0.0611331650612104,0.036031684190764,-0.0246869131968745,0.100162801943736,0.0951750962347128,0,1,0,0,0,0,0,0,0,0.0747505989517125,0,-0.00145789700176298
"66",25133,0.00577640889306299,-0.0456400882122584,-0.01420408506592,0.00894368903447777,0.0731358206518495,0.047802995537032,0.0475347829044857,-0.0275179719957762,0.102131008642842,0.00459092448495477,0.0401747588018019,-0.0143109119501527,0.0779875458088682,0.0643426496586196,-0.00602505330739048,-0.0634389226916624,0,1,0,0,0,0,0,0,0,0.0731358206518495,0,0.000422462404814803
