"","SUM_RAIN_FALL(mm)","SUM_SNOW_FALL(cm)","TEMP(deg C)_MEAN","RH(%)_MEAN","WD_SPD(m/s)_MEAN","VIS(10m)_MEAN","DP_TEMP(deg C)_MEAN","SOL_RAD(MJ/m2)_MEAN","SUM_RBC","SEASONS_Spring","SEASONS_Summer","SEASONS_Autumn","HOLIDAY_Holiday","DAY_TYPE_WKEND"
"16",-0.0719900138676674,2.30186863821146,-1.65091112588121,-0.0172068277215763,-0.770377606220586,0.0112943533615205,-1.39016647166571,-1.05207526156501,3360,0,0,0,0,0
"17",-0.32054864439114,-0.171434131400748,-1.95766697271179,-1.43644062230586,2.27084946068739,1.13637006850457,-2.03929970338801,0.123936986564627,3932,0,0,0,0,0
"18",-0.32054864439114,-0.171434131400748,-1.13561994231635,-1.12803569310042,-1.03604801666312,-0.453508811151214,-1.26866035301169,-0.900118622761743,6268,0,0,0,0,0
"19",-0.32054864439114,-0.171434131400748,-1.65750802581305,-1.3165053720593,1.78145659934587,1.05532789347461,-1.75138303092522,0.0486193482012688,4813,0,0,0,0,0
"20",-0.32054864439114,-0.171434131400748,-1.38520265640431,-2.19603054053406,1.69056935366817,1.1324473267678,-1.91746340506374,0.320819935970601,3118,0,0,0,1,1
"21",-0.32054864439114,-0.171434131400748,-1.0344674766948,-0.959555222515968,1.24312445187021,-0.280490861782405,-1.26998107169271,0.0248348308233657,7955,0,0,0,0,0
"22",0.0308618332454937,5.52736142538613,-0.783418784844205,1.50768421112753,0.341243321683708,-2.31998271454469,-0.276140264223678,-0.520887706791849,5797,0,0,0,0,0
"23",-0.32054864439114,-0.171434131400748,-0.891168150397597,-0.888165192607301,-0.581611788274573,-0.16698173918637,-1.02795937339544,0.39481621225741,9247,0,0,0,0,0
"24",-0.106273962905388,-0.171434131400748,-0.265928634635394,2.06167084321878,-0.812325565764144,-1.65328354447328,0.30134397905318,-1.24895821097098,4688,1,0,0,0,1
"25",0.750824763037621,-0.171434131400748,-0.599805070074648,0.662426257008924,0.341243321683708,0.861527759159909,-0.321044699378425,0.0565475206605695,8597,1,0,0,0,0
"26",-0.32054864439114,-0.171434131400748,-0.747868824100398,0.41970015531946,0.397173934408452,-0.855631570465697,-0.496700283954348,0.406708470946361,11064,1,0,0,0,1
"27",-0.32054864439114,-0.171434131400748,-0.445877404998373,-0.99096683567578,-0.525681175549829,-1.19223619651703,-0.634385206450888,0.0724038655791714,13339,1,0,0,0,0
"28",-0.32054864439114,-0.171434131400748,-0.284253356668284,0.473956578050046,0.0825642378317655,-2.29118812094496,-0.112040968106698,0.759512145385253,10963,1,0,0,0,1
"29",-0.32054864439114,-0.171434131400748,0.204650227169219,0.685271066579698,-0.239036785335514,-1.15409379282115,0.409312731226727,-0.808944639479783,17388,1,0,0,0,1
"30",0.279420463768966,-0.171434131400748,-0.576349425872549,1.03651001373033,2.22191017455324,-1.12079221935364,-0.208123252151046,-0.288327981319021,11520,1,0,0,0,0
"31",-0.32054864439114,-0.171434131400748,-0.125561263863457,-1.03094525242463,-0.190097499201363,0.858690031095009,-0.4547674658319,1.50872444278919,23198,1,0,0,0,0
"32",-0.32054864439114,-0.171434131400748,-0.0420005313934794,-1.610632295283,0.383191281227266,0.17988878545269,-0.604008676787383,1.5483653050857,21670,1,0,0,0,0
"33",-0.32054864439114,-0.171434131400748,0.457897885663757,-0.899587597392688,-0.658516380771097,-1.23847447145688,0.094321325802986,1.22991704463711,22593,1,0,0,0,0
"34",0.836534635631922,-0.171434131400748,0.27941509306341,-0.436980203584532,-1.08498730279727,0.342390448463338,0.0992740208568184,-1.09435884801462,6852,1,0,0,0,1
"35",-0.32054864439114,-0.171434131400748,0.233236793540527,-0.576904662205518,0.523017813039127,-0.510346835039376,-0.0261942538402692,1.67389470235796,24940,1,0,0,0,1
"36",-0.32054864439114,-0.171434131400748,0.228838860252633,-0.608316275365331,-0.0292969876177231,1.10331888280749,0.0338984461462306,1.77035413394612,28895,1,0,0,0,0
"37",-0.32054864439114,-0.171434131400748,0.229938343574607,0.473956578050046,0.907540775521745,-0.617012025243591,0.356153804315592,1.73864144410892,0,1,0,0,0,0
"38",0.322275400066117,-0.171434131400748,0.355279442279573,2.07594884920051,-0.686481687133469,-0.641883877106545,0.852744028379855,-1.02168393380436,16087,1,0,0,0,0
"39",-0.32054864439114,-0.171434131400748,0.387897447498117,-0.811063960305942,-0.294967398060259,1.17835175134708,0.127669472498791,2.08219558401196,30994,1,0,0,0,1
"40",-0.32054864439114,-0.171434131400748,0.424913386004555,-1.88191440893593,-0.462759236234492,0.908767585181495,-0.062844197238629,1.48229720125819,31236,1,0,0,0,0
"41",0.450840208957568,-0.171434131400748,0.469625707764806,0.10558402372133,-1.10596128256905,-0.510680685399952,0.684352396549553,-0.330611567768626,13790,1,0,0,1,0
"42",0.536550081551869,-0.171434131400748,0.404389697327718,0.211241267986155,1.6556127207152,0.490286158198759,0.373653326839134,2.09144511854781,27674,1,0,0,0,0
"43",-0.32054864439114,-0.171434131400748,0.758423327003151,-0.594038269383597,-0.497715869187457,-0.521447359528547,0.442660877922532,1.78224639263507,28079,1,0,0,0,1
"44",-0.32054864439114,-0.171434131400748,0.679993516702382,-1.15088050267119,0.355225974864894,0.299991452670113,0.2574300829092,0.495239730075222,28991,1,0,0,0,1
"45",-0.234838771796839,-0.171434131400748,0.76355424917236,0.513934994798899,0.264338729187185,-0.570773750303735,0.728926652034045,-0.00423513486073766,24355,1,0,0,0,0
"46",-0.32054864439114,-0.171434131400748,0.675595583414489,0.74238309050663,0.103538217603545,-0.925573221006489,0.806518874544086,1.09645947490554,30372,1,0,0,0,0
"47",-0.32054864439114,-0.171434131400748,0.881931953504829,-0.771085543557089,0.0755729112411725,0.526008146780453,0.525866154826916,1.02510592277183,33257,0,1,0,0,0
"48",-0.32054864439114,-0.171434131400748,0.942037041772708,-0.459825013155305,0.0266336251070214,-0.0195868049918127,0.658268202599369,1.45058451142098,33424,0,1,0,0,0
"49",-0.234838771796839,-0.171434131400748,0.73203572727579,0.502512590013512,-0.0852276003424673,1.13753854476659,0.780104500923646,1.33166192453147,34544,0,1,0,0,0
"50",-0.32054864439114,-0.171434131400748,0.865439703675228,0.571047018725832,1.29905506459495,-1.097840007064,0.927364633857596,1.47304766672234,34639,0,1,0,0,0
"51",-0.32054864439114,-0.171434131400748,1.04062404630966,-0.753951936379009,0.0266336251070214,-0.209714585340171,0.550299450425823,1.85359994476878,34079,0,1,0,0,0
"52",-0.32054864439114,-0.171434131400748,1.21947333335066,-0.0314848337033092,-0.952152097576005,-1.02389215219629,1.01750368383735,0.933931939489874,32702,0,1,0,0,0
"53",4.95060852015836,-0.171434131400748,0.842717048354445,2.50143342745616,-1.53942353118582,-0.706150071517536,1.37706934474558,-1.14192788277042,5240,0,1,0,0,0
"54",-0.277693708093989,-0.171434131400748,1.10256160678082,1.08219963287188,-0.868256178488888,-0.0609842497033075,1.28593975575506,-0.329290205692076,28182,0,1,0,0,0
"55",-0.32054864439114,-0.171434131400748,0.985649880210986,-0.0343404348996561,0.22938209623422,1.18586338446005,0.87651696463825,0.324784022200251,33676,0,1,0,0,0
"56",-0.234838771796839,-0.171434131400748,1.22423776107921,1.54195142548369,-0.294967398060259,-0.0773429173715598,1.5074903144965,-0.456140965040891,29428,0,1,0,0,0
"57",-0.32054864439114,-0.171434131400748,1.25868823850105,1.15930086517324,0.236373422824813,0.368514239178454,1.43650168539157,0.294392694439598,30088,0,1,0,0,0
"58",-0.32054864439114,-0.171434131400748,1.55444925211189,-0.251366125822001,-0.406828623509747,0.357246789508995,1.2278281337901,1.75053370279787,21283,0,1,0,0,1
"59",-0.32054864439114,-0.171434131400748,1.64424039007305,-0.548348650242051,-0.532672502140422,0.93405674999517,1.20867771291528,1.6038625123008,18563,0,1,0,0,1
"60",-0.32054864439114,-0.171434131400748,1.53355906899439,0.4282669589085,1.24312445187021,0.165533219947898,1.47546288648172,0.130543796947379,25918,0,1,0,0,0
"61",-0.32054864439114,-0.171434131400748,1.64533987339502,-0.588327066990904,-0.812325565764144,1.18252488085428,1.22947903214137,0.833508421672061,23695,0,1,0,0,0
"62",-0.32054864439114,-0.171434131400748,1.83701646585905,-0.377012578461253,-0.294967398060259,0.583680796570056,1.45961426230945,0.688158593251544,20693,0,1,0,0,0
"63",-0.149128899202538,-0.171434131400748,1.49324468052204,0.979397989803401,1.57870812821868,0.0011119173639352,1.58607307601731,0.957716456867776,17415,0,1,0,0,1
"64",-0.32054864439114,-0.171434131400748,1.58889972953372,0.4711009768537,0.36920862804608,0.304915745488617,1.50286779911292,0.953752370638126,23880,0,1,0,0,0
"65",-0.32054864439114,-0.171434131400748,1.41591435354324,-0.214243310269494,0.439121893952011,0.748519412104739,1.16971651182513,0.22436050438244,26827,0,1,0,0,0
"66",-0.32054864439114,-0.171434131400748,1.52696216906255,-0.148564482753522,-0.952152097576005,1.11133129146133,1.23641280521674,1.17574119949855,26072,0,1,0,0,0
"67",-0.32054864439114,-0.171434131400748,1.0871688402732,0.676704262990658,1.41091629004444,0.784491788456865,1.15716968435542,0.374995781109157,27302,0,1,0,0,1
"68",-0.149128899202538,-0.171434131400748,0.919314386451924,0.770939102470097,-0.693473013724062,0.724899499093947,1.02740907394501,0.0221921066702657,19310,0,1,0,0,1
"69",7.86474418836459,-0.171434131400748,0.964026708212176,2.2587073257667,-1.21782250801854,-0.0268480503343531,1.43452060737003,-1.18289010714348,9092,0,1,0,0,0
"70",-0.32054864439114,-0.171434131400748,1.10805902339069,0.156984845255569,-0.847282198717109,0.863530861323369,0.992079849227673,1.00924957785323,26010,0,0,1,0,1
"71",-0.32054864439114,-0.171434131400748,0.965859180415465,0.196963262004422,1.32702037095733,1.09405453530149,0.890384510788981,1.200847078953,31114,0,0,1,0,0
"72",-0.32054864439114,-0.171434131400748,0.766119710256965,-0.751096335182663,-0.399837296919154,1.18294219380501,0.449594650997897,0.591699161663383,31694,0,0,1,0,0
"73",0.236565527471816,-0.171434131400748,0.71700945520882,0.308331708661941,0.0336249516976144,0.287138213787914,0.666852874026012,0.751583972925952,26398,0,0,1,0,1
"74",-0.32054864439114,-0.171434131400748,0.576642084436884,-0.279922137785467,-0.197088825791956,1.1623269340394,0.418227582323625,0.184719642085935,20060,0,0,1,1,1
"75",-0.32054864439114,-0.171434131400748,0.577741567758857,-0.773941144753436,0.0406162782882074,1.18427759524731,0.271627808730186,0.487311557615921,28018,0,0,1,0,0
"76",-0.32054864439114,-0.171434131400748,0.522034412778872,-0.808208359109595,-0.798342912582958,1.18477837078818,0.213516186765219,0.645875006801939,30789,0,0,1,0,0
"77",-0.32054864439114,-0.171434131400748,0.410620102818901,-0.111441667201015,-0.700464340314655,1.18452798301774,0.366719553763768,-0.609418965920709,0,0,0,1,0,0
"78",-0.32054864439114,-0.171434131400748,0.634914700501473,-0.239943721036614,-1.1549005687032,1.182357955674,0.467424353191694,0.792546197299007,31447,0,0,1,0,1
"79",-0.32054864439114,-0.171434131400748,0.445070580240734,-0.351312167694133,0.523017813039127,1.04214080423184,0.268986371368142,0.472776574773869,0,0,0,1,0,1
"80",-0.32054864439114,-0.171434131400748,0.227006388049344,-0.31990055453432,1.86535251843299,1.15690186568003,0.140876659309011,0.22832459061209,27909,0,0,1,0,0
"81",2.72215183270654,-0.171434131400748,0.372871175431148,1.536240223091,0.0965468910129516,-0.179584590298136,0.737181143790432,-1.4048789360039,4522,0,0,1,0,0
"82",-0.32054864439114,-0.171434131400748,0.163969344256203,-0.853897978251142,-1.00808271030075,1.15448145056585,-0.132181927992283,0.252109107989993,29362,0,0,1,0,0
"83",-0.32054864439114,-0.171434131400748,-0.279122434499075,-0.594038269383597,0.823644856434628,1.16925432902137,-0.387080633429524,0.270608177061695,24526,0,0,1,0,0
"84",-0.32054864439114,-0.171434131400748,0.0122406458238747,-0.0628964468631224,-0.567629135093387,-0.18551043419837,-0.00869473131672802,0.357818074114005,24349,0,0,1,0,1
"85",-0.32054864439114,-0.171434131400748,-0.0247752926825629,0.556769012744099,-0.742412299858214,0.0277364836199166,0.1402162999685,0.0354057274357672,26418,0,0,1,0,0
"86",-0.32054864439114,-0.171434131400748,-0.392369216662334,0.739527489310283,-1.1549005687032,-1.31784739468396,-0.102135577999033,-1.27538545250199,13138,0,0,1,0,1
"87",-0.32054864439114,-0.171434131400748,-0.424254232999563,-0.379868179657599,-0.868256178488888,0.725901050175676,-0.436937763638103,-0.165441308199857,21003,0,0,1,0,0
"88",-0.32054864439114,-0.171434131400748,-0.360117705884448,-0.408424191621066,-1.23180516119973,0.230800965440618,-0.389391891121312,-0.220938515414963,21992,0,0,1,0,0
"89",-0.32054864439114,-0.171434131400748,-0.614098353260302,-0.811063960305942,-0.952152097576005,0.626914418264722,-0.704713476215309,-0.777231949642579,14319,0,0,1,0,1
"90",-0.32054864439114,-0.171434131400748,-0.898131544770095,-1.61348789647935,1.02639332756183,1.10799278785556,-1.24158562005074,-0.337218378151377,16496,0,0,1,0,0
"91",-0.32054864439114,-0.171434131400748,-0.982791760562047,-1.94188203405921,-0.371871990556782,1.16458042397329,-1.48393749801827,-0.345146550610678,16314,0,0,1,0,0
"92",-0.32054864439114,5.10664497488509,-0.703156502340147,1.2364020974746,-1.25277914097151,-1.89532505589129,-0.267885772467291,-0.723056104504023,11212,0,0,1,0,1
